1,0.07,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,120.00,20.00,80.00,500.00,120.00,20.00,120.00,120.00,40.00,120.00,120.00,120.00,40.00,100.00,120.00,120.00,140.00,120.00,80.00,120.00
104,0.74,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,138.00,46.00,69.00,92.00,138.00,69.00,138.00,138.00,138.00,138.00,138.00,115.00,138.00,23.00,161.00
105,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,552.00,138.00,138.00,138.00,115.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00,23.00,138.00
106,0.73,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,138.00,138.00,92.00,414.00,138.00,1150.00,138.00,69.00,138.00,92.00,138.00,138.00,115.00,138.00,23.00
107,0.76,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,69.00,138.00,23.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00,552.00,138.00,529.00,138.00,253.00
108,0.76,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,72.00,48.00,144.00,144.00,24.00,600.00,144.00,144.00,600.00,144.00,120.00,144.00,96.00,144.00,144.00,144.00
109,0.76,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,480.00,120.00,120.00,144.00,144.00,72.00,576.00,1080.00,144.00,120.00,144.00,144.00,24.00,48.00,144.00,144.00
110,0.76,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,384.00,144.00,96.00,144.00,528.00,552.00,144.00,120.00,96.00,144.00,576.00,24.00,72.00,24.00
111,0.77,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,528.00,96.00,24.00,144.00,24.00,144.00,48.00,600.00,144.00,144.00,168.00,144.00,624.00,144.00,144.00,576.00
112,0.75,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,144.00,552.00,144.00,144.00,72.00,120.00,24.00,24.00,144.00,144.00,144.00,144.00,144.00,600.00
113,0.71,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,1152.00,144.00,144.00,432.00,24.00,24.00,144.00,144.00,48.00,96.00,144.00,144.00,168.00,144.00,96.00,144.00
114,0.75,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,48.00,48.00,144.00,528.00,144.00,72.00,144.00,600.00,144.00,144.00,600.00,144.00,408.00,144.00,144.00
115,0.72,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,24.00,120.00,600.00,144.00,24.00,24.00,144.00,144.00,144.00,144.00,144.00,120.00,48.00,72.00
116,0.70,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,600.00,144.00,144.00,528.00,144.00,144.00,144.00,144.00,24.00,144.00,144.00,48.00,120.00,144.00
117,0.72,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,144.00,96.00,120.00,144.00,144.00,144.00,144.00,24.00,48.00,144.00,144.00,120.00,888.00,144.00
118,0.70,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,1200.00,144.00,144.00,144.00,24.00,144.00,384.00,456.00,552.00,144.00,144.00,144.00,96.00,144.00,600.00
119,0.70,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,24.00,144.00,24.00,120.00,144.00,24.00,168.00,144.00,480.00,552.00,600.00,144.00,144.00,144.00,144.00,528.00
120,0.74,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,144.00,600.00,144.00,144.00,144.00,144.00,144.00,120.00,168.00,144.00,96.00,144.00,24.00,456.00,144.00
121,0.73,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,144.00,552.00,480.00,144.00,144.00,144.00,480.00,264.00,144.00,24.00,144.00,408.00,144.00,48.00,144.00,144.00
122,0.71,1.02,1.04,0.06,0.24,1.02,0.33,1.05,0.24,16,24.0,48.00,24.00,144.00,144.00,144.00,144.00,408.00,144.00,696.00,144.00,144.00,72.00,144.00,144.00,144.00,144.00
